,Comments_youtube,Label,COMMENTS_YOUTUBE,TOKENIZATION,STOP_REMOVAL,STEMMING
183, hahay katanya mau tuntas covid aduh takut lah bolos ajah,negatif, hahay katanya mau tuntas covid aduh takut lah bolos ajah,"['', 'hahay', 'katanya', 'mau', 'tuntas', 'covid', 'aduh', 'takut', 'lah', 'bolos', 'ajah']", hahay tuntas covid aduh takut bolos ajah,hahay tuntas covid aduh takut bolos ajah
184,kalau terjadi apa2 terhadap siswa siswi siapa yang bertanggung jawab ,negatif,kalau terjadi apa2 terhadap siswa siswi siapa yang bertanggung jawab ,"['kalau', 'terjadi', 'apa2', 'terhadap', 'siswa', 'siswi', 'siapa', 'yang', 'bertanggung', 'jawab', '']",apa2 siswa siswi bertanggung ,apa2 siswa siswi tanggung
185,team dirumah aja team di sekolah nih gw sih lebih ke dirumah aja tanggung 3 bulan lagi lulus wkwk ,negatif,team dirumah aja team di sekolah nih gw sih lebih ke dirumah aja tanggung 3 bulan lagi lulus wkwk ,"['team', 'dirumah', 'aja', 'team', 'di', 'sekolah', 'nih', 'gw', 'sih', 'lebih', 'ke', 'dirumah', 'aja', 'tanggung', '3', 'bulan', 'lagi', 'lulus', 'wkwk', '']",team dirumah aja team sekolah nih gw sih dirumah aja tanggung 3 lulus wkwk ,team rumah aja team sekolah nih gw sih rumah aja tanggung 3 lulus wkwk
186,apakah ada tanggung jawab dari kemendikbud pemerintah apabila ada anak skolah yang reaktif nantinya ,negatif,apakah ada tanggung jawab dari kemendikbud pemerintah apabila ada anak skolah yang reaktif nantinya ,"['apakah', 'ada', 'tanggung', 'jawab', 'dari', 'kemendikbud', 'pemerintah', 'apabila', 'ada', 'anak', 'skolah', 'yang', 'reaktif', 'nantinya', '']",tanggung kemendikbud pemerintah anak skolah reaktif ,tanggung kemendikbud perintah anak skolah reaktif
187,setuju,positif,setuju,['setuju'],setuju,tuju
188,setuju,positif,setuju,['setuju'],setuju,tuju
189,kalau sekolah dibuka ekonomi akan maju kalau sekolah tutup usaha sepi bangat berpengaruh bagi ekonomi ,positif,kalau sekolah dibuka ekonomi akan maju kalau sekolah tutup usaha sepi bangat berpengaruh bagi ekonomi ,"['kalau', 'sekolah', 'dibuka', 'ekonomi', 'akan', 'maju', 'kalau', 'sekolah', 'tutup', 'usaha', 'sepi', 'bangat', 'berpengaruh', 'bagi', 'ekonomi', '']",sekolah dibuka ekonomi maju sekolah tutup usaha sepi bangat berpengaruh ekonomi ,sekolah buka ekonomi maju sekolah tutup usaha sepi bangat pengaruh ekonomi
190,semoga daring trus amin ,negatif,semoga daring trus amin ,"['semoga', 'daring', 'trus', 'amin', '']",semoga daring trus amin ,moga daring trus amin
191,covid merajalela anak anak suruh masuk sekolah ,negatif,covid merajalela anak anak suruh masuk sekolah ,"['covid', 'merajalela', 'anak', 'anak', 'suruh', 'masuk', 'sekolah', '']",covid merajalela anak anak suruh masuk sekolah ,covid rajalela anak anak suruh masuk sekolah
192,pak menteri tolong agar generasi kita selamat dan tunas bangsa benar benar memiliki iman dan taqwa ilmu pengetahuan dan teknologi hentikan peredaran sabu sabu di indonesia kasian anak anak bangsa dah banyak korban dari sabu sabu ,positif,pak menteri tolong agar generasi kita selamat dan tunas bangsa benar benar memiliki iman dan taqwa ilmu pengetahuan dan teknologi hentikan peredaran sabu sabu di indonesia kasian anak anak bangsa dah banyak korban dari sabu sabu ,"['pak', 'menteri', 'tolong', 'agar', 'generasi', 'kita', 'selamat', 'dan', 'tunas', 'bangsa', 'benar', 'benar', 'memiliki', 'iman', 'dan', 'taqwa', 'ilmu', 'pengetahuan', 'dan', 'teknologi', 'hentikan', 'peredaran', 'sabu', 'sabu', 'di', 'indonesia', 'kasian', 'anak', 'anak', 'bangsa', 'dah', 'banyak', 'korban', 'dari', 'sabu', 'sabu', '']",menteri tolong generasi selamat tunas bangsa memiliki iman taqwa ilmu pengetahuan teknologi hentikan peredaran sabu sabu indonesia kasian anak anak bangsa dah korban sabu sabu ,menteri tolong generasi selamat tunas bangsa milik iman taqwa ilmu tahu teknologi henti edar sabu sabu indonesia kasi anak anak bangsa dah korban sabu sabu
193,gak mau sekolah ,negatif,gak mau sekolah ,"['gak', 'mau', 'sekolah', '']",gak sekolah ,gak sekolah
194,u yg masih pengen sklh online lu blm tau anak smk peraktek pusing woii apa lagi anak boga mau magang gimana,positif,u yg masih pengen sklh online lu blm tau anak smk peraktek pusing woii apa lagi anak boga mau magang gimana,"['u', 'yg', 'masih', 'pengen', 'sklh', 'online', 'lu', 'blm', 'tau', 'anak', 'smk', 'peraktek', 'pusing', 'woii', 'apa', 'lagi', 'anak', 'boga', 'mau', 'magang', 'gimana']",u yg pengen sklh online lu blm tau anak smk peraktek pusing woii anak boga magang gimana,u yg ken sklh online lu blm tau anak smk peraktek pusing woii anak boga magang gimana
195,nyesel pernah minta libur setahun,positif,nyesel pernah minta libur setahun,"['nyesel', 'pernah', 'minta', 'libur', 'setahun']",nyesel libur setahun,nyesel libur tahun
197,saya udah nyaman pak belajar online di zoom itu enak banget simple mudah dipahami itu yg membuat saya semakin pintar dan lagian saya pake wifi ,negatif,saya udah nyaman pak belajar online di zoom itu enak banget simple mudah dipahami itu yg membuat saya semakin pintar dan lagian saya pake wifi ,"['saya', 'udah', 'nyaman', 'pak', 'belajar', 'online', 'di', 'zoom', 'itu', 'enak', 'banget', 'simple', 'mudah', 'dipahami', 'itu', 'yg', 'membuat', 'saya', 'semakin', 'pintar', 'dan', 'lagian', 'saya', 'pake', 'wifi', '']",udah nyaman belajar online zoom enak banget simple mudah dipahami yg pintar pake wifi ,udah nyaman ajar online zoom enak banget simple mudah paham yg pintar pake wifi
198,masuknya tunggu ajaran baru aja phak,negatif,masuknya tunggu ajaran baru aja phak,"['masuknya', 'tunggu', 'ajaran', 'baru', 'aja', 'phak']",masuknya tunggu ajaran aja phak,masuk tunggu ajar aja phak
199,kok bisa2 ya org anggap remeh virus jgn pernah ada tatap muka kalo virusnya masih ada,negatif,kok bisa2 ya org anggap remeh virus jgn pernah ada tatap muka kalo virusnya masih ada,"['kok', 'bisa2', 'ya', 'org', 'anggap', 'remeh', 'virus', 'jgn', 'pernah', 'ada', 'tatap', 'muka', 'kalo', 'virusnya', 'masih', 'ada']",bisa2 ya org anggap remeh virus jgn tatap muka kalo virusnya,bisa2 ya org anggap remeh virus jgn tatap muka kalo virus
200,maaf sekedar info sekolah daring anak anak kebanyakan main hp entah game tiktok ig fb dll bener2 bikin kecanduan hp daring ,positif,maaf sekedar info sekolah daring anak anak kebanyakan main hp entah game tiktok ig fb dll bener2 bikin kecanduan hp daring ,"['maaf', 'sekedar', 'info', 'sekolah', 'daring', 'anak', 'anak', 'kebanyakan', 'main', 'hp', 'entah', 'game', 'tiktok', 'ig', 'fb', 'dll', 'bener2', 'bikin', 'kecanduan', 'hp', 'daring', '']",maaf sekedar info sekolah daring anak anak kebanyakan main hp game tiktok ig fb dll bener2 bikin kecanduan hp daring ,maaf dar info sekolah daring anak anak banyak main hp game tiktok ig fb dll bener2 bikin candu hp daring
201,bapak gw males ama yg namanya corona dah kgk percaya ampe adik gw jangan school onlen,positif,bapak gw males ama yg namanya corona dah kgk percaya ampe adik gw jangan school onlen,"['bapak', 'gw', 'males', 'ama', 'yg', 'namanya', 'corona', 'dah', 'kgk', 'percaya', 'ampe', 'adik', 'gw', 'jangan', 'school', 'onlen']",gw males ama yg namanya corona dah kgk percaya ampe adik gw school onlen,gw males ama yg nama corona dah kgk percaya ampe adik gw school onlen
202,pak online lagi,negatif,pak online lagi,"['pak', 'online', 'lagi']",online,online
203,alhamdulilah seneng denger nya smoga pemda kepsek dan komite mengizinkan sekolah buka kembali kembali lg rejeki jodoh maut sdh di tentukan allah swt,positif,alhamdulilah seneng denger nya smoga pemda kepsek dan komite mengizinkan sekolah buka kembali kembali lg rejeki jodoh maut sdh di tentukan allah swt,"['alhamdulilah', 'seneng', 'denger', 'nya', 'smoga', 'pemda', 'kepsek', 'dan', 'komite', 'mengizinkan', 'sekolah', 'buka', 'kembali', 'kembali', 'lg', 'rejeki', 'jodoh', 'maut', 'sdh', 'di', 'tentukan', 'allah', 'swt']",alhamdulilah seneng denger nya smoga pemda kepsek komite mengizinkan sekolah buka lg rejeki jodoh maut sdh tentukan allah swt,alhamdulilah neng denger nya smoga pemda kepsek komite izin sekolah buka lg rejeki jodoh maut sdh tentu allah swt
204,dirumah kebanyakan rebahan mulu,positif,dirumah kebanyakan rebahan mulu,"['dirumah', 'kebanyakan', 'rebahan', 'mulu']",dirumah kebanyakan rebahan mulu,rumah banyak rebah mulu
205,tenaga pendidik yg di vaksinasi aja terus klo anak2 kena covid jd korban sungguh tdk masuk akal anak2 plng menulari orng tuanya satu kata no way sangat tdk masuk akal,negatif,tenaga pendidik yg di vaksinasi aja terus klo anak2 kena covid jd korban sungguh tdk masuk akal anak2 plng menulari orng tuanya satu kata no way sangat tdk masuk akal,"['tenaga', 'pendidik', 'yg', 'di', 'vaksinasi', 'aja', 'terus', 'klo', 'anak2', 'kena', 'covid', 'jd', 'korban', 'sungguh', 'tdk', 'masuk', 'akal', 'anak2', 'plng', 'menulari', 'orng', 'tuanya', 'satu', 'kata', 'no', 'way', 'sangat', 'tdk', 'masuk', 'akal']",tenaga pendidik yg vaksinasi aja klo anak2 kena covid jd korban sungguh tdk masuk akal anak2 plng menulari orng tuanya no way tdk masuk akal,tenaga didik yg vaksinasi aja klo anak2 kena covid jd korban sungguh tdk masuk akal anak2 plng tular orng tua no way tdk masuk akal
206,ortu gw mah nyuruh gw masuk ,positif,ortu gw mah nyuruh gw masuk ,"['ortu', 'gw', 'mah', 'nyuruh', 'gw', 'masuk', '']",ortu gw mah nyuruh gw masuk ,ortu gw mah nyuruh gw masuk
207,di pertimbangkan lagi kalao ada yang kena virus convid yang salah permintah,negatif,di pertimbangkan lagi kalao ada yang kena virus convid yang salah permintah,"['di', 'pertimbangkan', 'lagi', 'kalao', 'ada', 'yang', 'kena', 'virus', 'convid', 'yang', 'salah', 'permintah']",pertimbangkan kalao kena virus convid salah permintah,timbang kalao kena virus convid salah min
209,sekolah dibuka pada complain mall udh dibuka dari dulu pada complain gk nih ,positif,sekolah dibuka pada complain mall udh dibuka dari dulu pada complain gk nih ,"['sekolah', 'dibuka', 'pada', 'complain', 'mall', 'udh', 'dibuka', 'dari', 'dulu', 'pada', 'complain', 'gk', 'nih', '']",sekolah dibuka complain mall udh dibuka complain gk nih ,sekolah buka complain mall udh buka complain gk nih
210,semoga saja soalnya tatp muka merugikan sekali,negatif,semoga saja soalnya tatp muka merugikan sekali,"['semoga', 'saja', 'soalnya', 'tatp', 'muka', 'merugikan', 'sekali']",semoga tatp muka merugikan,moga tatp muka rugi
212,terlanjur nyaman di rumah wkwk,negatif,terlanjur nyaman di rumah wkwk,"['terlanjur', 'nyaman', 'di', 'rumah', 'wkwk']",terlanjur nyaman rumah wkwk,lanjur nyaman rumah wkwk
213,mending daring ya allah semoga gak jadi soal mya sudah kebiasaan daring anjim banget,negatif,mending daring ya allah semoga gak jadi soal mya sudah kebiasaan daring anjim banget,"['mending', 'daring', 'ya', 'allah', 'semoga', 'gak', 'jadi', 'soal', 'mya', 'sudah', 'kebiasaan', 'daring', 'anjim', 'banget']",mending daring ya allah semoga gak mya kebiasaan daring anjim banget,mending daring ya allah moga gak mya biasa daring anjim banget
214,orang tua banyak yang ga setuju,negatif,orang tua banyak yang ga setuju,"['orang', 'tua', 'banyak', 'yang', 'ga', 'setuju']",orang tua ga setuju,orang tua ga tuju
215,pak mentri anak2 sekolah sdh satu tahun tdk mengikuti pendidikan dan bimbingan guru secara langsung di lihat dari perkembangan prilaku sosial sangat2 kasihan bagaimana kalau bisa di ijinkan dg ketentuan protokol keshtn ketat dg catatan anak dan guru yg sdg skt apa pun di larang ke sekolah ,positif,pak mentri anak2 sekolah sdh satu tahun tdk mengikuti pendidikan dan bimbingan guru secara langsung di lihat dari perkembangan prilaku sosial sangat2 kasihan bagaimana kalau bisa di ijinkan dg ketentuan protokol keshtn ketat dg catatan anak dan guru yg sdg skt apa pun di larang ke sekolah ,"['pak', 'mentri', 'anak2', 'sekolah', 'sdh', 'satu', 'tahun', 'tdk', 'mengikuti', 'pendidikan', 'dan', 'bimbingan', 'guru', 'secara', 'langsung', 'di', 'lihat', 'dari', 'perkembangan', 'prilaku', 'sosial', 'sangat2', 'kasihan', 'bagaimana', 'kalau', 'bisa', 'di', 'ijinkan', 'dg', 'ketentuan', 'protokol', 'keshtn', 'ketat', 'dg', 'catatan', 'anak', 'dan', 'guru', 'yg', 'sdg', 'skt', 'apa', 'pun', 'di', 'larang', 'ke', 'sekolah', '']",mentri anak2 sekolah sdh tdk mengikuti pendidikan bimbingan guru langsung lihat perkembangan prilaku sosial sangat2 kasihan ijinkan dg ketentuan protokol keshtn ketat dg catatan anak guru yg sdg skt larang sekolah ,tri anak2 sekolah sdh tdk ikut didik bimbing guru langsung lihat kembang prilaku sosial sangat2 kasihan ijinkan dg tentu protokol keshtn ketat dg catat anak guru yg sdg skt larang sekolah
216,mengapa kok nunggu tahun depan kok ngak bulan desember aja soalnya ortu dan anak anak udah bosen online tapi larinya nge game makanya disegerakan sekolah spt biasanya,positif,mengapa kok nunggu tahun depan kok ngak bulan desember aja soalnya ortu dan anak anak udah bosen online tapi larinya nge game makanya disegerakan sekolah spt biasanya,"['mengapa', 'kok', 'nunggu', 'tahun', 'depan', 'kok', 'ngak', 'bulan', 'desember', 'aja', 'soalnya', 'ortu', 'dan', 'anak', 'anak', 'udah', 'bosen', 'online', 'tapi', 'larinya', 'nge', 'game', 'makanya', 'disegerakan', 'sekolah', 'spt', 'biasanya']",nunggu ngak desember aja ortu anak anak udah bosen online larinya nge game disegerakan sekolah spt,nunggu ngak desember aja ortu anak anak udah bosen online lari nge game segera sekolah spt
218,klo bisa tatap muka aja pak udh bosen online kouta muli,positif,klo bisa tatap muka aja pak udh bosen online kouta muli,"['klo', 'bisa', 'tatap', 'muka', 'aja', 'pak', 'udh', 'bosen', 'online', 'kouta', 'muli']",klo tatap muka aja udh bosen online kouta muli,klo tatap muka aja udh bosen online kouta muli
219,mending dibuka tapi dengan protokol kesehatan yang ketat,positif,mending dibuka tapi dengan protokol kesehatan yang ketat,"['mending', 'dibuka', 'tapi', 'dengan', 'protokol', 'kesehatan', 'yang', 'ketat']",mending dibuka protokol kesehatan ketat,mending buka protokol sehat ketat
220,ngapain sekolah mending dirumah aja gausah sekolah,negatif,ngapain sekolah mending dirumah aja gausah sekolah,"['ngapain', 'sekolah', 'mending', 'dirumah', 'aja', 'gausah', 'sekolah']",ngapain sekolah mending dirumah aja gausah sekolah,ngapain sekolah mending rumah aja gausah sekolah
221,ya bagus sekolah harus berangkat soalnya anak2 cuma main dan main terutama anak sd,positif,ya bagus sekolah harus berangkat soalnya anak2 cuma main dan main terutama anak sd,"['ya', 'bagus', 'sekolah', 'harus', 'berangkat', 'soalnya', 'anak2', 'cuma', 'main', 'dan', 'main', 'terutama', 'anak', 'sd']",ya bagus sekolah berangkat anak2 main main anak sd,ya bagus sekolah berangkat anak2 main main anak sd
222,allhamdullilah ya allah yey aku seneng banget bisa sekolah tatap muka lagi tetapi tetap sesuai protokol kesehatan selalu yang penting jaga jarak pakai masker bawa hensanittaizer,positif,allhamdullilah ya allah yey aku seneng banget bisa sekolah tatap muka lagi tetapi tetap sesuai protokol kesehatan selalu yang penting jaga jarak pakai masker bawa hensanittaizer,"['allhamdullilah', 'ya', 'allah', 'yey', 'aku', 'seneng', 'banget', 'bisa', 'sekolah', 'tatap', 'muka', 'lagi', 'tetapi', 'tetap', 'sesuai', 'protokol', 'kesehatan', 'selalu', 'yang', 'penting', 'jaga', 'jarak', 'pakai', 'masker', 'bawa', 'hensanittaizer']",allhamdullilah ya allah yey seneng banget sekolah tatap muka sesuai protokol kesehatan jaga jarak pakai masker bawa hensanittaizer,allhamdullilah ya allah yey neng banget sekolah tatap muka sesuai protokol sehat jaga jarak pakai masker bawa hensanittaizer
223,klo mau y jam pelajaran disingkat 30 menit sekolah ada yang pagi ada yg siang,positif,klo mau y jam pelajaran disingkat 30 menit sekolah ada yang pagi ada yg siang,"['klo', 'mau', 'y', 'jam', 'pelajaran', 'disingkat', '30', 'menit', 'sekolah', 'ada', 'yang', 'pagi', 'ada', 'yg', 'siang']",klo y jam pelajaran disingkat 30 menit sekolah pagi yg siang,klo y jam ajar singkat 30 menit sekolah pagi yg siang
224,gamau offline jujurrrr,negatif,gamau offline jujurrrr,"['gamau', 'offline', 'jujurrrr']",gamau offline jujurrrr,gamau offline jujurrrr
225,menurut satgas covid19 ri kenaikan virus covid19 perhari diatas seribu jiwa menurut who penularan covid19 tanpa gejala terbesar adalah dari kalangan anak muda masukan saya kalo memang sekolah mau dibuka saya minta orang tua harus tanda tangan bermaterai yang isinya jika sampai terjadi hal hal yang tidak diinginkan kepada anaknya atau keluarganya yang menyangkut resiko dari virus covid19 seperti batuk demam sampai pada kematian maka hal itu sudah disadari oleh orang tua wali murid sesadar sadarnya dan iklas terhadap resiko yang tercantum tersebut apabila terjadi harus ditanda tangani karena ini bukan main main ini nyawa ,negatif,menurut satgas covid19 ri kenaikan virus covid19 perhari diatas seribu jiwa menurut who penularan covid19 tanpa gejala terbesar adalah dari kalangan anak muda masukan saya kalo memang sekolah mau dibuka saya minta orang tua harus tanda tangan bermaterai yang isinya jika sampai terjadi hal hal yang tidak diinginkan kepada anaknya atau keluarganya yang menyangkut resiko dari virus covid19 seperti batuk demam sampai pada kematian maka hal itu sudah disadari oleh orang tua wali murid sesadar sadarnya dan iklas terhadap resiko yang tercantum tersebut apabila terjadi harus ditanda tangani karena ini bukan main main ini nyawa ,"['menurut', 'satgas', 'covid19', 'ri', 'kenaikan', 'virus', 'covid19', 'perhari', 'diatas', 'seribu', 'jiwa', 'menurut', 'who', 'penularan', 'covid19', 'tanpa', 'gejala', 'terbesar', 'adalah', 'dari', 'kalangan', 'anak', 'muda', 'masukan', 'saya', 'kalo', 'memang', 'sekolah', 'mau', 'dibuka', 'saya', 'minta', 'orang', 'tua', 'harus', 'tanda', 'tangan', 'bermaterai', 'yang', 'isinya', 'jika', 'sampai', 'terjadi', 'hal', 'hal', 'yang', 'tidak', 'diinginkan', 'kepada', 'anaknya', 'atau', 'keluarganya', 'yang', 'menyangkut', 'resiko', 'dari', 'virus', 'covid19', 'seperti', 'batuk', 'demam', 'sampai', 'pada', 'kematian', 'maka', 'hal', 'itu', 'sudah', 'disadari', 'oleh', 'orang', 'tua', 'wali', 'murid', 'sesadar', 'sadarnya', 'dan', 'iklas', 'terhadap', 'resiko', 'yang', 'tercantum', 'tersebut', 'apabila', 'terjadi', 'harus', 'ditanda', 'tangani', 'karena', 'ini', 'bukan', 'main', 'main', 'ini', 'nyawa', '']",satgas covid19 ri kenaikan virus covid19 perhari diatas seribu jiwa who penularan covid19 gejala terbesar kalangan anak muda masukan kalo sekolah dibuka orang tua tanda tangan bermaterai isinya anaknya keluarganya resiko virus covid19 batuk demam kematian disadari orang tua wali murid sesadar sadarnya iklas resiko tercantum ditanda tangani main main nyawa ,satgas covid19 ri naik virus covid19 hari atas ribu jiwa who tular covid19 gejala besar kalang anak muda masuk kalo sekolah buka orang tua tanda tangan bermaterai isi anak keluarga resiko virus covid19 batuk demam mati sadar orang tua wali murid sadar sadar iklas resiko cantum tanda tangan main main nyawa
